,Commune,Année,Population_nombre-hbt
818,Plan-les-Ouates,2018,10700.0
819,Plan-les-Ouates,2019,10661.0
820,Plan-les-Ouates,2020,10628.0
821,Plan-les-Ouates,2021,11772.0
822,Plan-les-Ouates,2022,12115.0
823,Plan-les-Ouates,2023,12214.0
824,Plan-les-Ouates,2024,12180.0
825,Pregny-Chambésy,2000,3100.0
826,Pregny-Chambésy,2001,3046.0
827,Pregny-Chambésy,2002,3301.0
828,Pregny-Chambésy,2003,3456.0
829,Pregny-Chambésy,2004,3466.0
830,Pregny-Chambésy,2005,3536.0
831,Pregny-Chambésy,2006,3545.0
832,Pregny-Chambésy,2007,3588.0
833,Pregny-Chambésy,2008,3602.0
834,Pregny-Chambésy,2009,3753.0
835,Pregny-Chambésy,2010,3679.0
836,Pregny-Chambésy,2011,3660.0
837,Pregny-Chambésy,2012,3626.0
838,Pregny-Chambésy,2013,3565.0
839,Pregny-Chambésy,2014,3589.0
840,Pregny-Chambésy,2015,3635.0
841,Pregny-Chambésy,2016,3929.0
842,Pregny-Chambésy,2017,3936.0
843,Pregny-Chambésy,2018,3690.0
844,Pregny-Chambésy,2019,3687.0
845,Pregny-Chambésy,2020,3735.0
846,Pregny-Chambésy,2021,3790.0
847,Pregny-Chambésy,2022,3882.0
848,Pregny-Chambésy,2023,3955.0
849,Pregny-Chambésy,2024,4113.0
850,Presinge,2000,546.0
851,Presinge,2001,654.0
852,Presinge,2002,641.0
853,Presinge,2003,627.0
854,Presinge,2004,609.0
855,Presinge,2005,615.0
856,Presinge,2006,630.0
857,Presinge,2007,672.0
858,Presinge,2008,681.0
859,Presinge,2009,659.0
860,Presinge,2010,660.0
861,Presinge,2011,683.0
862,Presinge,2012,675.0
863,Presinge,2013,668.0
864,Presinge,2014,686.0
865,Presinge,2015,712.0
866,Presinge,2016,677.0
867,Presinge,2017,698.0
868,Presinge,2018,724.0
869,Presinge,2019,735.0
870,Presinge,2020,708.0
871,Presinge,2021,713.0
872,Presinge,2022,756.0
873,Presinge,2023,745.0
874,Presinge,2024,722.0
875,Puplinge,2000,2054.0
876,Puplinge,2001,2108.0
877,Puplinge,2002,2133.0
878,Puplinge,2003,2148.0
879,Puplinge,2004,2153.0
880,Puplinge,2005,2125.0
881,Puplinge,2006,2107.0
882,Puplinge,2007,2083.0
883,Puplinge,2008,2076.0
884,Puplinge,2009,2065.0
885,Puplinge,2010,2030.0
886,Puplinge,2011,2054.0
887,Puplinge,2012,2037.0
888,Puplinge,2013,2056.0
889,Puplinge,2014,2042.0
890,Puplinge,2015,2127.0
891,Puplinge,2016,2349.0
892,Puplinge,2017,2438.0
893,Puplinge,2018,2467.0
894,Puplinge,2019,2476.0
895,Puplinge,2020,2488.0
896,Puplinge,2021,2519.0
897,Puplinge,2022,2523.0
898,Puplinge,2023,2560.0
899,Puplinge,2024,2624.0
900,Russin,2000,404.0
901,Russin,2001,386.0
902,Russin,2002,400.0
903,Russin,2003,410.0
904,Russin,2004,402.0
905,Russin,2005,398.0
906,Russin,2006,405.0
907,Russin,2007,395.0
908,Russin,2008,397.0
909,Russin,2009,464.0
910,Russin,2010,474.0
911,Russin,2011,482.0
912,Russin,2012,490.0
913,Russin,2013,489.0
914,Russin,2014,506.0
915,Russin,2015,533.0
916,Russin,2016,533.0
917,Russin,2017,542.0
918,Russin,2018,542.0
919,Russin,2019,538.0
920,Russin,2020,539.0
921,Russin,2021,529.0
922,Russin,2022,533.0
923,Russin,2023,521.0
924,Russin,2024,545.0
925,Satigny,2000,2773.0
926,Satigny,2001,2800.0
927,Satigny,2002,2805.0
928,Satigny,2003,2855.0
929,Satigny,2004,2904.0
930,Satigny,2005,3023.0
931,Satigny,2006,3060.0
932,Satigny,2007,3083.0
933,Satigny,2008,3212.0
934,Satigny,2009,3317.0
935,Satigny,2010,3630.0
936,Satigny,2011,3811.0
937,Satigny,2012,3914.0
938,Satigny,2013,3978.0
939,Satigny,2014,4040.0
940,Satigny,2015,4127.0
941,Satigny,2016,4125.0
942,Satigny,2017,4198.0
943,Satigny,2018,4203.0
944,Satigny,2019,4322.0
945,Satigny,2020,4320.0
946,Satigny,2021,4405.0
947,Satigny,2022,4516.0
948,Satigny,2023,4642.0
949,Satigny,2024,4759.0
950,Soral,2000,597.0
951,Soral,2001,626.0
952,Soral,2002,647.0
953,Soral,2003,633.0
954,Soral,2004,657.0
955,Soral,2005,668.0
956,Soral,2006,665.0
957,Soral,2007,672.0
958,Soral,2008,688.0
959,Soral,2009,715.0
960,Soral,2010,737.0
961,Soral,2011,739.0
962,Soral,2012,725.0
963,Soral,2013,751.0
964,Soral,2014,768.0
965,Soral,2015,759.0
966,Soral,2016,770.0
967,Soral,2017,827.0
968,Soral,2018,860.0
969,Soral,2019,951.0
970,Soral,2020,976.0
971,Soral,2021,973.0
972,Soral,2022,965.0
973,Soral,2023,954.0
974,Soral,2024,942.0
975,Thônex,2000,12452.0
976,Thônex,2001,12933.0
977,Thônex,2002,13020.0
978,Thônex,2003,13090.0
979,Thônex,2004,13226.0
980,Thônex,2005,13231.0
981,Thônex,2006,13229.0
982,Thônex,2007,13251.0
983,Thônex,2008,13395.0
984,Thônex,2009,13471.0
985,Thônex,2010,13613.0
986,Thônex,2011,13564.0
987,Thônex,2012,13722.0
988,Thônex,2013,13851.0
989,Thônex,2014,14057.0
990,Thônex,2015,14140.0
991,Thônex,2016,14029.0
992,Thônex,2017,14175.0
993,Thônex,2018,14212.0
994,Thônex,2019,14243.0
995,Thônex,2020,14672.0
996,Thônex,2021,14957.0
997,Thônex,2022,16321.0
998,Thônex,2023,16764.0
999,Thônex,2024,16888.0
1000,Troinex,2000,1988.0
1001,Troinex,2001,2091.0
1002,Troinex,2002,2071.0
1003,Troinex,2003,2161.0
1004,Troinex,2004,2159.0
1005,Troinex,2005,2157.0
1006,Troinex,2006,2145.0
1007,Troinex,2007,2154.0
1008,Troinex,2008,2183.0
1009,Troinex,2009,2177.0
1010,Troinex,2010,2180.0
1011,Troinex,2011,2250.0
1012,Troinex,2012,2251.0
1013,Troinex,2013,2300.0
1014,Troinex,2014,2332.0
1015,Troinex,2015,2338.0
1016,Troinex,2016,2285.0
1017,Troinex,2017,2413.0
1018,Troinex,2018,2503.0
1019,Troinex,2019,2513.0
1020,Troinex,2020,2553.0
1021,Troinex,2021,2596.0
1022,Troinex,2022,2636.0
1023,Troinex,2023,2871.0
1024,Troinex,2024,3151.0
1025,Vandoeuvres,2000,2334.0
1026,Vandoeuvres,2001,2400.0
1027,Vandoeuvres,2002,2432.0
1028,Vandoeuvres,2003,2555.0
1029,Vandoeuvres,2004,2578.0
1030,Vandoeuvres,2005,2613.0
1031,Vandoeuvres,2006,2601.0
1032,Vandoeuvres,2007,2670.0
1033,Vandoeuvres,2008,2660.0
1034,Vandoeuvres,2009,2642.0
1035,Vandoeuvres,2010,2674.0
1036,Vandoeuvres,2011,2676.0
1037,Vandoeuvres,2012,2573.0
1038,Vandoeuvres,2013,2596.0
1039,Vandoeuvres,2014,2589.0
1040,Vandoeuvres,2015,2542.0
1041,Vandoeuvres,2016,2526.0
1042,Vandoeuvres,2017,2547.0
1043,Vandoeuvres,2018,2547.0
1044,Vandoeuvres,2019,2624.0
1045,Vandoeuvres,2020,2798.0
1046,Vandoeuvres,2021,2899.0
1047,Vandoeuvres,2022,2922.0
1048,Vandoeuvres,2023,2975.0
1049,Vandoeuvres,2024,3062.0
1050,Vernier,2000,29241.0
1051,Vernier,2001,30215.0
1052,Vernier,2002,30519.0
1053,Vernier,2003,31020.0
1054,Vernier,2004,31096.0
1055,Vernier,2005,31130.0
1056,Vernier,2006,31824.0
1057,Vernier,2007,32038.0
1058,Vernier,2008,32515.0
1059,Vernier,2009,33004.0
1060,Vernier,2010,33335.0
1061,Vernier,2011,33855.0
1062,Vernier,2012,34322.0
1063,Vernier,2013,34767.0
1064,Vernier,2014,35164.0
1065,Vernier,2015,35298.0
1066,Vernier,2016,35397.0
1067,Vernier,2017,35423.0
1068,Vernier,2018,35073.0
1069,Vernier,2019,35240.0
1070,Vernier,2020,35151.0
1071,Vernier,2021,35778.0
1072,Vernier,2022,37076.0
1073,Vernier,2023,37536.0
1074,Vernier,2024,37867.0
1075,Versoix,2000,10826.0
1076,Versoix,2001,11005.0
1077,Versoix,2002,11128.0
1078,Versoix,2003,11324.0
1079,Versoix,2004,11635.0
1080,Versoix,2005,11920.0
1081,Versoix,2006,12217.0
1082,Versoix,2007,12468.0
1083,Versoix,2008,12749.0
1084,Versoix,2009,13022.0
1085,Versoix,2010,13140.0
1086,Versoix,2011,13092.0
1087,Versoix,2012,13019.0
1088,Versoix,2013,13119.0
1089,Versoix,2014,13244.0
1090,Versoix,2015,13439.0
1091,Versoix,2016,13282.0
1092,Versoix,2017,13333.0
1093,Versoix,2018,13450.0
1094,Versoix,2019,13450.0
1095,Versoix,2020,13380.0
1096,Versoix,2021,13370.0
1097,Versoix,2022,13446.0
1098,Versoix,2023,13978.0
1099,Versoix,2024,13928.0
1100,Veyrier,2000,8943.0
1101,Veyrier,2001,9148.0
1102,Veyrier,2002,9231.0
1103,Veyrier,2003,9317.0
1104,Veyrier,2004,9444.0
1105,Veyrier,2005,9580.0
1106,Veyrier,2006,9689.0
1107,Veyrier,2007,9677.0
1108,Veyrier,2008,9751.0
1109,Veyrier,2009,9782.0
1110,Veyrier,2010,10019.0
1111,Veyrier,2011,10287.0
1112,Veyrier,2012,10300.0
1113,Veyrier,2013,10856.0
1114,Veyrier,2014,11058.0
1115,Veyrier,2015,11298.0
1116,Veyrier,2016,11556.0
1117,Veyrier,2017,11573.0
1118,Veyrier,2018,11650.0
1119,Veyrier,2019,11925.0
1120,Veyrier,2020,11880.0
1121,Veyrier,2021,11842.0
1122,Veyrier,2022,11936.0
1123,Veyrier,2023,11924.0
1124,Veyrier,2024,12076.0
