,Commune,Année,Population_nombre-hbt
1128,Versoix,2010,13140.0
1129,Versoix,2011,13092.0
1130,Versoix,2012,13019.0
1131,Versoix,2013,13119.0
1132,Versoix,2014,13244.0
1133,Versoix,2015,13439.0
1134,Versoix,2016,13282.0
1135,Versoix,2017,13333.0
1136,Versoix,2018,13450.0
1137,Versoix,2019,13450.0
1138,Versoix,2020,13380.0
1139,Versoix,2021,13370.0
1140,Versoix,2022,13446.0
1141,Versoix,2023,13978.0
1142,Versoix,2024,13928.0
1143,Versoix,Unnamed: 1,
1144,Veyrier,2000,8943.0
1145,Veyrier,2001,9148.0
1146,Veyrier,2002,9231.0
1147,Veyrier,2003,9317.0
1148,Veyrier,2004,9444.0
1149,Veyrier,2005,9580.0
1150,Veyrier,2006,9689.0
1151,Veyrier,2007,9677.0
1152,Veyrier,2008,9751.0
1153,Veyrier,2009,9782.0
1154,Veyrier,2010,10019.0
1155,Veyrier,2011,10287.0
1156,Veyrier,2012,10300.0
1157,Veyrier,2013,10856.0
1158,Veyrier,2014,11058.0
1159,Veyrier,2015,11298.0
1160,Veyrier,2016,11556.0
1161,Veyrier,2017,11573.0
1162,Veyrier,2018,11650.0
1163,Veyrier,2019,11925.0
1164,Veyrier,2020,11880.0
1165,Veyrier,2021,11842.0
1166,Veyrier,2022,11936.0
1167,Veyrier,2023,11924.0
1168,Veyrier,2024,12076.0
1169,Veyrier,Unnamed: 1,
